time,strain,strain_rate,stress,stress_rate
0.0,0.15792128155073915,-10.313427749067323,-30.940283247201968,-64059.42369687037
0.001000100010001,0.14760785380167182,-31.63219088886056,-94.99970694407234,104318.40882834076
0.002000200020002,0.09465689977301803,59.37192810910128,177.69653440947957,153499.62712015124
0.003000300030003,0.2663517100198744,70.6080798110426,211.99954729623016,-59222.14652298178
0.004000400040004,0.23587305939510322,19.457067772676474,59.252241363516006,51413.88804506832
0.005000500050005001,0.30526584556522735,104.58449224641481,314.8273233863668,-34176.334609303325
0.006000600060006,0.44504204388793284,-3.739323910460973,-9.10042785509064,-202130.10174487738
0.0070007000700070005,0.2977871977443054,-30.502931884274357,-89.43288010338799,207146.66629493865
0.008000800080008,0.3840361801193841,134.4753901117644,405.1929047347867,198518.11407887554
0.009000900090009001,0.5667379779678342,101.49846440751698,307.6033480543631,-37675.495332013044
0.010001000100010001,0.5870331089344181,108.5750635015123,329.8419140707606,-48107.99507240598
0.011001100110011002,0.7838881049708588,68.73103905181493,211.38735790955113,-198290.98174327647
0.012001200120012,0.7244951870380479,-24.20373735963621,-66.74004941579236,166116.24429655148
0.013001300130013,0.7354806302515864,179.33415451282013,543.6198465026541,214670.03473495468
0.014001400140014001,1.0831634960636882,118.40017677024117,362.60002005411707,-286289.21866288065
0.015001500150015001,0.9722809837920687,-12.50909445157211,-28.9585908231072,-183574.67075550853
0.016001600160016,1.058145307160544,-4.32526188631005,-4.549321456899957,53404.11048824455
0.017001700170017002,0.9636304600194486,23.161090499539625,77.84963015338191,199441.5908832457
0.018001800180018002,1.1044674881596233,128.58420782238085,394.33386030959144,-4856.5272882673935
0.019001900190019003,1.2207988756642103,19.42888637661977,68.13657557684712,-100840.88919319314
0.020002000200020003,1.1433252609128628,60.87585881511504,192.65208192320515,80671.89935873984
0.021002100210021003,1.3425505932944404,72.95571974642378,229.48037429432682,-75969.78736832662
0.022002200220022004,1.2892367004057104,9.796987121380774,40.71250718655191,-47880.57729234751
0.023002300230023004,1.362144567537202,40.77411570255107,133.7192197096318,203970.86067562154
0.024002400240024,1.3707849318108125,145.62413617466495,448.654228537795,37811.64480109331
0.025002500250025,1.6533928398865319,65.37600385876641,209.34250931181842,-385476.6588314642
0.026002600260026,1.5015369395283453,-112.04697263458974,-322.2990891251334,10715.94899196792
0.027002700270027002,1.4292988946173524,72.69357730034054,230.77440729575426,198043.7075997278
0.028002800280028002,1.6469240941290264,20.131034085791864,73.78832607432217,-116158.93225113803
0.029002900290029002,1.469560962788936,-5.037733638897479,-1.5434572065218344,-51100.876946443124
0.030003000300030003,1.6368486268512314,-13.96855156830845,-28.413427818564067,-77435.67772963336
0.031003100310031003,1.4416238596523192,-56.580123194231334,-156.41481266578853,208638.87415009137
0.032003200320032,1.5236883804627688,125.37707197016312,388.8643204816187,262406.0307506637
0.033003300330033,1.6923780035926455,118.14527991795009,368.39724883553896,-170690.28382343356
0.034003400340034004,1.759978940298669,10.789604590682233,47.483752834751556,-226694.7634544669
0.035003500350035,1.71395721277401,-33.394961101293696,-84.99227807339483,-41926.59119726336
0.036003600360036005,1.6931890180960816,-17.065899989595845,-36.36942955977517,-46689.74089807914
0.037003700370037,1.6798254127948182,-64.3332382459505,-178.3717598695531,-4631.476514533293
0.038003800380038005,1.5645225416041806,-19.862583054981343,-45.63238258884176,169924.1271460118
0.039003900390039,1.6401002466848555,49.249221470023414,161.4764944224705,156672.0428291577
0.040004000400040006,1.6630209845442274,84.50594616746598,267.71170306947363,-23432.607386114112
0.041004100410041,1.8091121390197875,33.200247783542025,114.61127965024227,-352187.4351394018
0.04200420042004201,1.7294214801113115,-150.6585616380608,-436.66316720933,-70259.24068834174
0.043004300430043,1.507795015743666,-13.2275029265011,-25.907201726441222,306273.21407927334
0.04400440044004401,1.7029664742583093,54.08925984650858,175.8832609492167,-81035.90405774023
0.045004500450045004,1.615973535436683,-67.36938429575278,-187.9790098419217,-36137.1852498371
0.04600460046004601,1.5682277056668037,30.060566511084684,103.60889044954249,195665.8772995941
0.047004700470047005,1.6760946684588525,63.21726751923329,203.35274475726655,-57459.664639842245
0.048004800480048,1.6946622407052703,-8.53871727350064,-11.310438830142012,-275036.73077115096
0.049004900490049005,1.6590172339118512,-120.30414372555987,-346.72071678503545,-124398.18381366273
0.05000500050005,1.4540539532541505,-91.02236532769092,-260.1068064574675,220466.1968754953
0.051005100510051006,1.4769725032564693,27.395843890892667,94.21167696595518,182776.0425964592
